Date,Open,High,Low,Close,Volume
2026-02-27 00:00:00+07:00,2320.0,2380.0,2270.0,2340.0,121910200
2026-03-02 00:00:00+07:00,2340.0,2430.0,2320.0,2410.0,179344900
2026-03-03 00:00:00+07:00,2470.0,2530.0,2420.0,2470.0,195392400
2026-03-04 00:00:00+07:00,2490.0,2490.0,2320.0,2400.0,180604800
2026-03-05 00:00:00+07:00,2420.0,2450.0,2370.0,2430.0,96574100
2026-03-06 00:00:00+07:00,2410.0,2420.0,2360.0,2400.0,83678800
2026-03-09 00:00:00+07:00,2350.0,2380.0,2280.0,2350.0,141143200
2026-03-10 00:00:00+07:00,2380.0,2390.0,2310.0,2380.0,66441500
2026-03-11 00:00:00+07:00,2390.0,2440.0,2350.0,2350.0,67206800
2026-03-12 00:00:00+07:00,2380.0,2510.0,2370.0,2500.0,163615600
2026-03-13 00:00:00+07:00,2500.0,2530.0,2460.0,2480.0,77948600
2026-03-16 00:00:00+07:00,2480.0,2490.0,2390.0,2440.0,56821000
2026-03-17 00:00:00+07:00,2440.0,2520.0,2440.0,2450.0,134662700
2026-03-25 00:00:00+07:00,2450.0,2650.0,2450.0,2630.0,186568900
2026-03-26 00:00:00+07:00,2630.0,2700.0,2530.0,2580.0,106174500
2026-03-27 00:00:00+07:00,2590.0,2600.0,2530.0,2540.0,33994400
2026-03-30 00:00:00+07:00,2550.0,2640.0,2550.0,2620.0,69891200
2026-03-31 00:00:00+07:00,2620.0,2630.0,2550.0,2580.0,47009100
2026-04-01 00:00:00+07:00,2590.0,2590.0,2480.0,2490.0,154944400
2026-04-02 00:00:00+07:00,2490.0,2600.0,2480.0,2500.0,117721300
2026-04-06 00:00:00+07:00,2500.0,2570.0,2470.0,2510.0,65923900
2026-04-07 00:00:00+07:00,2510.0,2550.0,2400.0,2410.0,83767500
2026-04-08 00:00:00+07:00,2410.0,2450.0,2360.0,2420.0,91754200
2026-04-09 00:00:00+07:00,2420.0,2460.0,2390.0,2410.0,48944200
2026-04-10 00:00:00+07:00,2410.0,2460.0,2410.0,2440.0,52669600
2026-04-13 00:00:00+07:00,2460.0,2480.0,2430.0,2480.0,68319200
2026-04-14 00:00:00+07:00,2480.0,2490.0,2440.0,2450.0,80320700
2026-04-15 00:00:00+07:00,2470.0,2560.0,2470.0,2520.0,122053300
2026-04-16 00:00:00+07:00,2530.0,2540.0,2490.0,2510.0,38462300
2026-04-17 00:00:00+07:00,2520.0,2580.0,2510.0,2560.0,71416400
2026-04-20 00:00:00+07:00,2560.0,2570.0,2510.0,2530.0,90358300
2026-04-21 00:00:00+07:00,2540.0,2550.0,2500.0,2500.0,69061000
2026-04-22 00:00:00+07:00,2510.0,2530.0,2510.0,2520.0,43877700
2026-04-23 00:00:00+07:00,2540.0,2550.0,2500.0,2510.0,74040300
2026-04-24 00:00:00+07:00,2520.0,2530.0,2490.0,2510.0,72536300
2026-04-27 00:00:00+07:00,2530.0,2530.0,2500.0,2510.0,66406100
2026-04-28 00:00:00+07:00,2430.0,2470.0,2400.0,2410.0,71464700
2026-04-29 00:00:00+07:00,2420.0,2450.0,2420.0,2440.0,21919100
2026-04-30 00:00:00+07:00,2450.0,2520.0,2410.0,2520.0,79737000
2026-05-04 00:00:00+07:00,2520.0,2530.0,2470.0,2500.0,36445300
2026-05-05 00:00:00+07:00,2500.0,2520.0,2470.0,2510.0,36042300
2026-05-06 00:00:00+07:00,2510.0,2550.0,2500.0,2530.0,61070900
2026-05-07 00:00:00+07:00,2540.0,2560.0,2500.0,2500.0,90757300
2026-05-08 00:00:00+07:00,2500.0,2520.0,2470.0,2490.0,101293400
2026-05-11 00:00:00+07:00,2490.0,2500.0,2380.0,2450.0,110558500
2026-05-12 00:00:00+07:00,2460.0,2600.0,2460.0,2600.0,117844800
2026-05-13 00:00:00+07:00,2570.0,2570.0,2500.0,2520.0,39174000
2026-05-14 00:00:00+07:00,2520.0,2520.0,2520.0,2520.0,0
2026-05-15 00:00:00+07:00,2520.0,2520.0,2520.0,2520.0,0
2026-05-18 00:00:00+07:00,2500.0,2510.0,2410.0,2460.0,102220700
2026-05-19 00:00:00+07:00,2460.0,2470.0,2280.0,2330.0,245652700
2026-05-20 00:00:00+07:00,2290.0,2320.0,2140.0,2230.0,170511900
2026-05-21 00:00:00+07:00,2240.0,2270.0,2200.0,2210.0,101292300
2026-05-22 00:00:00+07:00,2210.0,2350.0,2200.0,2350.0,54234200
2026-05-25 00:00:00+07:00,2350.0,2350.0,2270.0,2300.0,61072200
2026-05-26 00:00:00+07:00,2310.0,2330.0,2280.0,2300.0,45735900
2026-05-27 00:00:00+07:00,2300.0,2300.0,2300.0,2300.0,0
2026-05-28 00:00:00+07:00,2300.0,2300.0,2300.0,2300.0,0
2026-05-29 00:00:00+07:00,2300.0,2340.0,2290.0,2300.0,71264700
2026-06-02 00:00:00+07:00,2310.0,2360.0,2260.0,2280.0,65523900
2026-06-03 00:00:00+07:00,2280.0,2290.0,2110.0,2180.0,111003900
2026-06-04 00:00:00+07:00,2180.0,2280.0,2120.0,2270.0,60862500
2026-06-05 00:00:00+07:00,2290.0,2300.0,2220.0,2240.0,53843800
2026-06-08 00:00:00+07:00,2220.0,2220.0,2110.0,2170.0,47564900
2026-06-09 00:00:00+07:00,2170.0,2260.0,2130.0,2250.0,54623300
2026-06-10 00:00:00+07:00,2250.0,2340.0,2200.0,2300.0,60439400
2026-06-11 00:00:00+07:00,2300.0,2320.0,2250.0,2250.0,27135700
2026-06-12 00:00:00+07:00,2270.0,2340.0,2250.0,2280.0,36917900
2026-06-15 00:00:00+07:00,2300.0,2350.0,2300.0,2320.0,38910900
2026-06-17 00:00:00+07:00,2320.0,2350.0,2300.0,2330.0,24057000
2026-06-18 00:00:00+07:00,2330.0,2330.0,2260.0,2260.0,22249000
2026-06-19 00:00:00+07:00,2260.0,2300.0,2220.0,2220.0,161037200
2026-06-22 00:00:00+07:00,2220.0,2320.0,2220.0,2290.0,29306300
2026-06-23 00:00:00+07:00,2290.0,2300.0,2240.0,2290.0,19411800
2026-06-24 00:00:00+07:00,2290.0,2300.0,2240.0,2250.0,24236200
2026-06-25 00:00:00+07:00,2250.0,2330.0,2250.0,2290.0,32441400
2026-06-26 00:00:00+07:00,2300.0,2310.0,2250.0,2250.0,24653800
2026-06-29 00:00:00+07:00,2250.0,2290.0,2250.0,2280.0,11072900
2026-06-30 00:00:00+07:00,2280.0,2280.0,2240.0,2260.0,31555300
2026-07-01 00:00:00+07:00,2280.0,2280.0,2240.0,2260.0,13685600
2026-07-02 00:00:00+07:00,2260.0,2320.0,2260.0,2280.0,17863000
2026-07-03 00:00:00+07:00,2280.0,2310.0,2270.0,2300.0,12685900
2026-07-06 00:00:00+07:00,2300.0,2330.0,2280.0,2300.0,16797600
2026-07-07 00:00:00+07:00,2290.0,2350.0,2270.0,2350.0,38068900
2026-07-08 00:00:00+07:00,2350.0,2350.0,2280.0,2300.0,19161800
2026-07-09 00:00:00+07:00,2300.0,2310.0,2280.0,2290.0,20876100
2026-07-10 00:00:00+07:00,2310.0,2390.0,2300.0,2390.0,30108900
2026-07-13 00:00:00+07:00,2390.0,2450.0,2330.0,2450.0,49509600
2026-07-14 00:00:00+07:00,2450.0,2490.0,2430.0,2480.0,44140800
2026-07-15 00:00:00+07:00,2480.0,2520.0,2450.0,2480.0,27021100
2026-07-16 00:00:00+07:00,2480.0,2520.0,2440.0,2510.0,33388600
2026-07-17 00:00:00+07:00,2510.0,2520.0,2490.0,2490.0,19140100
2026-07-20 00:00:00+07:00,2500.0,2570.0,2500.0,2570.0,34882400
2026-07-21 00:00:00+07:00,2570.0,2580.0,2540.0,2540.0,24607700
2026-07-22 00:00:00+07:00,2550.0,2590.0,2550.0,2580.0,27705800
2026-07-23 00:00:00+07:00,2580.0,2590.0,2530.0,2540.0,49787900
2026-07-24 00:00:00+07:00,2530.0,2570.0,2510.0,2540.0,30999300
2026-07-27 00:00:00+07:00,2540.0,2560.0,2490.0,2520.0,28671100
2026-07-28 00:00:00+07:00,2520.0,2520.0,2460.0,2460.0,23498700
2026-07-29 00:00:00+07:00,2450.0,2480.0,2390.0,2450.0,33443300
2026-07-30 00:00:00+07:00,2450.0,2510.0,2420.0,2510.0,35073400
2026-07-31 00:00:00+07:00,2510.0,2520.0,2440.0,2460.0,45277500
2026-08-03 00:00:00+07:00,2460.0,2500.0,2450.0,2470.0,17816300
2026-08-04 00:00:00+07:00,2470.0,2540.0,2470.0,2520.0,34062000
2026-08-05 00:00:00+07:00,2520.0,2550.0,2500.0,2550.0,26513000
2026-08-06 00:00:00+07:00,2550.0,2560.0,2500.0,2500.0,18191200
2026-08-07 00:00:00+07:00,2500.0,2540.0,2500.0,2540.0,14412400
2026-08-10 00:00:00+07:00,2530.0,2550.0,2520.0,2530.0,18267400
2026-08-11 00:00:00+07:00,2540.0,2550.0,2510.0,2530.0,22808600
2026-08-12 00:00:00+07:00,2540.0,2550.0,2500.0,2520.0,17523900
2026-08-13 00:00:00+07:00,2520.0,2530.0,2460.0,2470.0,21270000
2026-08-14 00:00:00+07:00,2470.0,2530.0,2460.0,2530.0,18026800
2026-08-18 00:00:00+07:00,2530.0,2570.0,2500.0,2570.0,37379600
2026-08-19 00:00:00+07:00,2570.0,2580.0,2540.0,2560.0,29007800
2026-08-20 00:00:00+07:00,2560.0,2570.0,2540.0,2560.0,19575600
2026-08-21 00:00:00+07:00,2560.0,2580.0,2540.0,2550.0,15845700
2026-08-24 00:00:00+07:00,2560.0,2630.0,2550.0,2630.0,52533200
2026-08-26 00:00:00+07:00,2630.0,2660.0,2590.0,2610.0,50134700
2026-08-27 00:00:00+07:00,2590.0,2740.0,2580.0,2700.0,65458300
2026-08-28 00:00:00+07:00,2700.0,2720.0,2620.0,2670.0,33101900
2026-08-31 00:00:00+07:00,2710.0,2840.0,2710.0,2840.0,102100700
2026-09-01 00:00:00+07:00,2840.0,2860.0,2780.0,2780.0,60278400
2026-09-02 00:00:00+07:00,2760.0,2770.0,2620.0,2650.0,123894100
2026-09-03 00:00:00+07:00,2660.0,2740.0,2660.0,2740.0,77055000
2026-09-04 00:00:00+07:00,2740.0,2750.0,2690.0,2720.0,40544500
2026-09-07 00:00:00+07:00,2740.0,2760.0,2680.0,2700.0,32017200
2026-09-08 00:00:00+07:00,2700.0,2700.0,2660.0,2690.0,34095200
2026-09-09 00:00:00+07:00,2690.0,2730.0,2660.0,2690.0,68999600
2026-09-10 00:00:00+07:00,2710.0,2730.0,2670.0,2670.0,22343200
2026-09-11 00:00:00+07:00,2670.0,2680.0,2640.0,2640.0,28561800
2026-09-14 00:00:00+07:00,2640.0,2650.0,2580.0,2620.0,40582600
2026-09-15 00:00:00+07:00,2620.0,2640.0,2580.0,2590.0,26711100
2026-09-16 00:00:00+07:00,2590.0,2680.0,2580.0,2600.0,53235800
2026-09-17 00:00:00+07:00,2600.0,2700.0,2590.0,2670.0,43351000
2026-09-18 00:00:00+07:00,2700.0,2720.0,2640.0,2640.0,74058700
2026-09-21 00:00:00+07:00,2660.0,2660.0,2600.0,2620.0,28553500
2026-09-22 00:00:00+07:00,2620.0,2640.0,2590.0,2610.0,32366600
2026-09-23 00:00:00+07:00,2610.0,2630.0,2540.0,2600.0,55005000
2026-09-24 00:00:00+07:00,2610.0,2610.0,2550.0,2560.0,19671000
2026-09-25 00:00:00+07:00,2560.0,2600.0,2550.0,2600.0,21107500
