Date,Open,High,Low,Close,Volume
2026-02-27 00:00:00+07:00,73.0,77.0,72.0,73.0,211832800
2026-03-02 00:00:00+07:00,72.0,73.0,71.0,72.0,75286500
2026-03-03 00:00:00+07:00,72.0,73.0,71.0,72.0,50811900
2026-03-04 00:00:00+07:00,71.0,72.0,69.0,70.0,70452200
2026-03-05 00:00:00+07:00,70.0,72.0,70.0,71.0,20225400
2026-03-06 00:00:00+07:00,72.0,72.0,70.0,70.0,19655300
2026-03-09 00:00:00+07:00,70.0,71.0,65.0,67.0,86636900
2026-03-10 00:00:00+07:00,68.0,69.0,66.0,69.0,21350900
2026-03-11 00:00:00+07:00,69.0,71.0,68.0,68.0,27884400
2026-03-12 00:00:00+07:00,69.0,69.0,67.0,68.0,10474100
2026-03-13 00:00:00+07:00,68.0,69.0,67.0,67.0,12716900
2026-03-16 00:00:00+07:00,67.0,68.0,63.0,66.0,38560400
2026-03-17 00:00:00+07:00,66.0,69.0,66.0,66.0,28911100
2026-03-25 00:00:00+07:00,65.0,67.0,65.0,67.0,17928400
2026-03-26 00:00:00+07:00,67.0,70.0,66.0,67.0,52060000
2026-03-27 00:00:00+07:00,67.0,67.0,65.0,66.0,11739000
2026-03-30 00:00:00+07:00,66.0,67.0,65.0,66.0,9962100
2026-03-31 00:00:00+07:00,66.0,67.0,65.0,65.0,9607400
2026-04-01 00:00:00+07:00,66.0,67.0,65.0,66.0,19756500
2026-04-02 00:00:00+07:00,66.0,68.0,65.0,66.0,36010400
2026-04-06 00:00:00+07:00,66.0,66.0,65.0,65.0,8082200
2026-04-07 00:00:00+07:00,65.0,68.0,65.0,66.0,42557000
2026-04-08 00:00:00+07:00,66.0,67.0,65.0,67.0,31485000
2026-04-09 00:00:00+07:00,67.0,67.0,65.0,67.0,4895200
2026-04-10 00:00:00+07:00,67.0,67.0,66.0,66.0,4553300
2026-04-13 00:00:00+07:00,66.0,67.0,65.0,67.0,5625000
2026-04-14 00:00:00+07:00,66.0,69.0,66.0,67.0,30693000
2026-04-15 00:00:00+07:00,67.0,71.0,66.0,69.0,86648100
2026-04-16 00:00:00+07:00,69.0,70.0,68.0,68.0,28970500
2026-04-17 00:00:00+07:00,69.0,70.0,68.0,69.0,25000400
2026-04-20 00:00:00+07:00,70.0,70.0,68.0,69.0,14711300
2026-04-21 00:00:00+07:00,69.0,73.0,68.0,71.0,118639100
2026-04-22 00:00:00+07:00,71.0,72.0,69.0,70.0,26478600
