Date,Open,High,Low,Close,Volume
2026-02-26 00:00:00+07:00,40.0,41.0,39.0,39.0,19839800
2026-02-27 00:00:00+07:00,39.0,42.0,39.0,42.0,21866200
2026-03-02 00:00:00+07:00,41.0,41.0,40.0,40.0,14872100
2026-03-03 00:00:00+07:00,40.0,40.0,39.0,39.0,14382500
2026-03-04 00:00:00+07:00,37.0,37.0,36.0,36.0,30828800
2026-03-05 00:00:00+07:00,36.0,39.0,35.0,39.0,20931200
2026-03-06 00:00:00+07:00,38.0,39.0,38.0,39.0,6964700
2026-03-09 00:00:00+07:00,36.0,36.0,36.0,36.0,17627100
2026-03-10 00:00:00+07:00,33.0,33.0,33.0,33.0,96427600
2026-03-11 00:00:00+07:00,30.0,30.0,30.0,30.0,41679100
2026-03-12 00:00:00+07:00,27.0,27.0,27.0,27.0,32233000
2026-03-13 00:00:00+07:00,27.0,29.0,27.0,29.0,23301100
2026-03-16 00:00:00+07:00,27.0,27.0,27.0,27.0,25813700
2026-03-17 00:00:00+07:00,27.0,27.0,25.0,27.0,66708200
2026-03-25 00:00:00+07:00,27.0,27.0,26.0,26.0,37815500
2026-03-26 00:00:00+07:00,26.0,28.0,26.0,28.0,12195600
2026-03-27 00:00:00+07:00,28.0,28.0,28.0,28.0,13068400
2026-03-30 00:00:00+07:00,30.0,30.0,30.0,30.0,33688500
2026-03-31 00:00:00+07:00,33.0,33.0,33.0,33.0,25187900
2026-04-01 00:00:00+07:00,36.0,36.0,36.0,36.0,38964000
2026-04-02 00:00:00+07:00,38.0,38.0,33.0,33.0,45253100
2026-04-06 00:00:00+07:00,30.0,30.0,30.0,30.0,14429000
2026-04-07 00:00:00+07:00,27.0,29.0,27.0,29.0,57593400
2026-04-08 00:00:00+07:00,28.0,29.0,28.0,29.0,35537300
2026-04-09 00:00:00+07:00,29.0,29.0,28.0,29.0,10871500
2026-04-10 00:00:00+07:00,28.0,28.0,28.0,28.0,24210600
2026-04-13 00:00:00+07:00,30.0,30.0,30.0,30.0,11300900
2026-04-14 00:00:00+07:00,33.0,33.0,33.0,33.0,33687500
2026-04-15 00:00:00+07:00,36.0,36.0,36.0,36.0,37579300
2026-04-16 00:00:00+07:00,39.0,39.0,39.0,39.0,47455100
2026-04-17 00:00:00+07:00,40.0,40.0,36.0,36.0,32369100
2026-04-20 00:00:00+07:00,36.0,36.0,34.0,34.0,41705900
2026-04-21 00:00:00+07:00,32.0,32.0,31.0,31.0,51549600
2026-04-22 00:00:00+07:00,31.0,34.0,31.0,34.0,58195200
2026-04-23 00:00:00+07:00,35.0,35.0,33.0,34.0,20855000
2026-04-24 00:00:00+07:00,34.0,34.0,34.0,34.0,13645300
2026-04-27 00:00:00+07:00,34.0,35.0,34.0,35.0,16557800
2026-04-28 00:00:00+07:00,35.0,35.0,32.0,32.0,34385300
2026-04-29 00:00:00+07:00,33.0,33.0,33.0,33.0,6274500
2026-04-30 00:00:00+07:00,34.0,34.0,32.0,33.0,6090200
2026-05-04 00:00:00+07:00,31.0,32.0,30.0,30.0,52195400
2026-05-05 00:00:00+07:00,31.0,31.0,30.0,30.0,16795800
