Date,Open,High,Low,Close,Volume
2026-02-26 00:00:00+07:00,745.0,815.0,740.0,770.0,151869200
2026-02-27 00:00:00+07:00,775.0,780.0,730.0,750.0,34682000
2026-03-02 00:00:00+07:00,730.0,740.0,675.0,675.0,46409000
2026-03-03 00:00:00+07:00,685.0,750.0,685.0,705.0,38039100
2026-03-04 00:00:00+07:00,705.0,710.0,615.0,630.0,58966900
2026-03-05 00:00:00+07:00,655.0,685.0,630.0,640.0,97072700
2026-03-06 00:00:00+07:00,640.0,650.0,600.0,615.0,37263300
2026-03-09 00:00:00+07:00,575.0,580.0,525.0,550.0,38248100
2026-03-10 00:00:00+07:00,560.0,580.0,555.0,570.0,20049200
2026-03-11 00:00:00+07:00,600.0,650.0,600.0,615.0,102802700
2026-03-12 00:00:00+07:00,620.0,620.0,600.0,605.0,18373500
2026-03-13 00:00:00+07:00,600.0,600.0,555.0,555.0,21545700
2026-03-16 00:00:00+07:00,555.0,560.0,515.0,520.0,16976300
2026-03-17 00:00:00+07:00,530.0,540.0,520.0,525.0,10921600
2026-03-25 00:00:00+07:00,525.0,580.0,500.0,580.0,16877400
2026-03-26 00:00:00+07:00,580.0,600.0,560.0,560.0,11660900
2026-03-27 00:00:00+07:00,565.0,605.0,560.0,585.0,17385200
2026-03-30 00:00:00+07:00,580.0,610.0,565.0,600.0,11657100
2026-03-31 00:00:00+07:00,600.0,620.0,575.0,585.0,20283700
2026-04-01 00:00:00+07:00,605.0,610.0,575.0,605.0,19199800
2026-04-02 00:00:00+07:00,600.0,600.0,580.0,585.0,8723000
2026-04-06 00:00:00+07:00,585.0,595.0,555.0,585.0,6005500
2026-04-07 00:00:00+07:00,590.0,595.0,570.0,575.0,6819100
2026-04-08 00:00:00+07:00,595.0,645.0,580.0,625.0,32898200
2026-04-09 00:00:00+07:00,615.0,625.0,600.0,610.0,15896000
2026-04-10 00:00:00+07:00,610.0,645.0,610.0,620.0,20310000
2026-04-13 00:00:00+07:00,620.0,640.0,605.0,630.0,11217300
2026-04-14 00:00:00+07:00,635.0,660.0,635.0,660.0,37487400
2026-04-15 00:00:00+07:00,675.0,690.0,650.0,680.0,30841100
2026-04-16 00:00:00+07:00,680.0,705.0,665.0,680.0,30640700
2026-04-17 00:00:00+07:00,690.0,695.0,665.0,675.0,11568800
2026-04-20 00:00:00+07:00,670.0,675.0,645.0,650.0,15218300
2026-04-21 00:00:00+07:00,650.0,670.0,645.0,665.0,11015900
2026-04-22 00:00:00+07:00,665.0,675.0,650.0,665.0,10073200
2026-04-23 00:00:00+07:00,670.0,675.0,640.0,650.0,13336100
2026-04-24 00:00:00+07:00,650.0,650.0,600.0,600.0,19416300
2026-04-27 00:00:00+07:00,595.0,615.0,590.0,600.0,7201700
2026-04-28 00:00:00+07:00,600.0,610.0,585.0,585.0,5555800
2026-04-29 00:00:00+07:00,585.0,605.0,580.0,580.0,11985300
2026-04-30 00:00:00+07:00,585.0,585.0,550.0,570.0,9581500
2026-05-04 00:00:00+07:00,565.0,580.0,560.0,565.0,7360300
2026-05-05 00:00:00+07:00,565.0,580.0,560.0,580.0,5414900
2026-05-06 00:00:00+07:00,585.0,650.0,585.0,625.0,53520400
2026-05-07 00:00:00+07:00,635.0,635.0,605.0,615.0,13659800
2026-05-08 00:00:00+07:00,625.0,625.0,580.0,585.0,10551700
2026-05-11 00:00:00+07:00,585.0,590.0,560.0,570.0,7271200
2026-05-12 00:00:00+07:00,575.0,580.0,555.0,560.0,6338600
2026-05-13 00:00:00+07:00,550.0,575.0,545.0,555.0,6892700
2026-05-14 00:00:00+07:00,555.0,555.0,555.0,555.0,0
2026-05-15 00:00:00+07:00,555.0,555.0,555.0,555.0,0
2026-05-18 00:00:00+07:00,555.0,555.0,500.0,525.0,13835600
2026-05-19 00:00:00+07:00,525.0,530.0,480.0,488.0,11243500
2026-05-20 00:00:00+07:00,488.0,494.0,456.0,460.0,18023100
2026-05-21 00:00:00+07:00,470.0,478.0,410.0,418.0,12854300
2026-05-22 00:00:00+07:00,420.0,448.0,380.0,448.0,14702500
2026-05-25 00:00:00+07:00,454.0,458.0,438.0,446.0,6121800
2026-05-26 00:00:00+07:00,456.0,462.0,430.0,430.0,9353300
2026-05-27 00:00:00+07:00,430.0,430.0,430.0,430.0,0
2026-05-28 00:00:00+07:00,430.0,430.0,430.0,430.0,0
2026-05-29 00:00:00+07:00,430.0,438.0,428.0,430.0,6417900
2026-06-02 00:00:00+07:00,430.0,452.0,428.0,432.0,7299900
2026-06-03 00:00:00+07:00,434.0,440.0,390.0,396.0,19358700
2026-06-04 00:00:00+07:00,396.0,396.0,356.0,368.0,17794500
2026-06-05 00:00:00+07:00,374.0,374.0,344.0,346.0,7978600
2026-06-08 00:00:00+07:00,340.0,340.0,300.0,314.0,13025800
2026-06-09 00:00:00+07:00,314.0,360.0,300.0,360.0,13839800
2026-06-10 00:00:00+07:00,362.0,412.0,362.0,394.0,25116700
2026-06-11 00:00:00+07:00,394.0,400.0,368.0,378.0,8517400
2026-06-12 00:00:00+07:00,378.0,408.0,378.0,402.0,10824100
2026-06-15 00:00:00+07:00,402.0,434.0,402.0,414.0,15913700
2026-06-17 00:00:00+07:00,416.0,434.0,410.0,412.0,8021100
2026-06-18 00:00:00+07:00,416.0,416.0,402.0,408.0,3512000
2026-06-19 00:00:00+07:00,410.0,420.0,408.0,414.0,2812400
2026-06-22 00:00:00+07:00,416.0,418.0,394.0,400.0,4903400
2026-06-23 00:00:00+07:00,398.0,414.0,398.0,408.0,5019400
2026-06-24 00:00:00+07:00,410.0,414.0,382.0,382.0,6376400
2026-06-25 00:00:00+07:00,384.0,400.0,380.0,396.0,4398400
2026-06-26 00:00:00+07:00,400.0,400.0,372.0,378.0,5703400
2026-06-29 00:00:00+07:00,378.0,384.0,366.0,366.0,4628900
2026-06-30 00:00:00+07:00,366.0,374.0,340.0,340.0,7110700
2026-07-01 00:00:00+07:00,344.0,362.0,332.0,358.0,4542600
2026-07-02 00:00:00+07:00,358.0,374.0,356.0,366.0,3004700
2026-07-03 00:00:00+07:00,362.0,384.0,362.0,376.0,5086800
2026-07-06 00:00:00+07:00,378.0,394.0,378.0,386.0,3853000
2026-07-07 00:00:00+07:00,388.0,394.0,382.0,394.0,5231300
2026-07-08 00:00:00+07:00,396.0,398.0,382.0,382.0,3264500
2026-07-09 00:00:00+07:00,382.0,394.0,374.0,390.0,2913500
2026-07-10 00:00:00+07:00,390.0,406.0,390.0,394.0,4717100
2026-07-13 00:00:00+07:00,394.0,432.0,388.0,422.0,27469100
2026-07-14 00:00:00+07:00,428.0,468.0,414.0,464.0,36152300
2026-07-15 00:00:00+07:00,470.0,470.0,450.0,460.0,14982600
2026-07-16 00:00:00+07:00,460.0,468.0,452.0,462.0,13708700
2026-07-17 00:00:00+07:00,464.0,480.0,456.0,464.0,16326600
2026-07-20 00:00:00+07:00,464.0,482.0,464.0,472.0,11784600
2026-07-21 00:00:00+07:00,472.0,490.0,472.0,478.0,14571900
