Date,Open,High,Low,Close,Volume
2026-02-26 00:00:00+07:00,230.0,230.0,220.0,222.0,180100
2026-02-27 00:00:00+07:00,222.0,228.0,216.0,218.0,151300
2026-03-02 00:00:00+07:00,216.0,216.0,195.0,197.0,308500
2026-03-03 00:00:00+07:00,197.0,248.0,197.0,220.0,4341200
2026-03-04 00:00:00+07:00,214.0,228.0,190.0,196.0,1040200
2026-03-05 00:00:00+07:00,196.0,208.0,194.0,198.0,170600
2026-03-06 00:00:00+07:00,202.0,202.0,188.0,188.0,233700
2026-03-09 00:00:00+07:00,187.0,188.0,172.0,175.0,278500
2026-03-10 00:00:00+07:00,176.0,232.0,175.0,220.0,4323500
2026-03-11 00:00:00+07:00,232.0,266.0,230.0,234.0,6348100
2026-03-12 00:00:00+07:00,246.0,246.0,218.0,224.0,1299600
2026-03-13 00:00:00+07:00,224.0,224.0,191.0,192.0,1375000
2026-03-16 00:00:00+07:00,194.0,250.0,192.0,234.0,9503800
2026-03-17 00:00:00+07:00,238.0,244.0,206.0,212.0,2360900
2026-03-25 00:00:00+07:00,212.0,220.0,200.0,206.0,768900
2026-03-26 00:00:00+07:00,208.0,238.0,204.0,218.0,3378900
2026-03-27 00:00:00+07:00,220.0,234.0,206.0,210.0,808100
2026-03-30 00:00:00+07:00,210.0,210.0,200.0,204.0,318800
2026-03-31 00:00:00+07:00,202.0,206.0,200.0,202.0,326600
2026-04-01 00:00:00+07:00,204.0,212.0,197.0,200.0,396400
2026-04-02 00:00:00+07:00,200.0,200.0,193.0,197.0,246300
2026-04-06 00:00:00+07:00,192.0,226.0,186.0,198.0,3092100
2026-04-07 00:00:00+07:00,199.0,214.0,198.0,200.0,3027900
2026-04-08 00:00:00+07:00,204.0,216.0,199.0,208.0,3607100
2026-04-09 00:00:00+07:00,210.0,210.0,197.0,202.0,484400
2026-04-10 00:00:00+07:00,198.0,208.0,198.0,202.0,202100
2026-04-13 00:00:00+07:00,200.0,206.0,195.0,200.0,1109400
2026-04-14 00:00:00+07:00,200.0,204.0,198.0,202.0,332700
2026-04-15 00:00:00+07:00,204.0,214.0,196.0,202.0,1998100
2026-04-16 00:00:00+07:00,202.0,204.0,197.0,202.0,276500
2026-04-17 00:00:00+07:00,200.0,202.0,198.0,200.0,170300
2026-04-20 00:00:00+07:00,200.0,204.0,198.0,202.0,183400
2026-04-21 00:00:00+07:00,202.0,204.0,199.0,200.0,163900
2026-04-22 00:00:00+07:00,204.0,232.0,202.0,214.0,3178800
2026-04-23 00:00:00+07:00,222.0,222.0,204.0,206.0,412800
2026-04-24 00:00:00+07:00,208.0,218.0,200.0,202.0,264000
2026-04-27 00:00:00+07:00,202.0,210.0,198.0,200.0,180400
2026-04-28 00:00:00+07:00,200.0,208.0,200.0,204.0,390100
2026-04-29 00:00:00+07:00,204.0,204.0,199.0,200.0,155700
2026-04-30 00:00:00+07:00,202.0,208.0,200.0,200.0,310000
2026-05-04 00:00:00+07:00,202.0,206.0,200.0,202.0,78800
2026-05-05 00:00:00+07:00,202.0,204.0,199.0,200.0,214100
2026-05-06 00:00:00+07:00,200.0,204.0,195.0,199.0,198700
2026-05-07 00:00:00+07:00,199.0,256.0,199.0,206.0,14194800
2026-05-08 00:00:00+07:00,206.0,232.0,206.0,208.0,3293300
2026-05-11 00:00:00+07:00,212.0,226.0,202.0,204.0,509800
2026-05-12 00:00:00+07:00,206.0,224.0,202.0,208.0,778500
2026-05-13 00:00:00+07:00,208.0,208.0,197.0,202.0,437600
2026-05-14 00:00:00+07:00,202.0,202.0,202.0,202.0,0
2026-05-15 00:00:00+07:00,202.0,202.0,202.0,202.0,0
2026-05-18 00:00:00+07:00,202.0,204.0,196.0,199.0,163000
2026-05-19 00:00:00+07:00,199.0,199.0,181.0,188.0,366900
2026-05-20 00:00:00+07:00,188.0,194.0,184.0,187.0,44500
2026-05-21 00:00:00+07:00,187.0,191.0,187.0,187.0,181000
2026-05-22 00:00:00+07:00,187.0,189.0,175.0,184.0,203600
2026-05-25 00:00:00+07:00,184.0,196.0,174.0,185.0,312000
2026-05-26 00:00:00+07:00,183.0,230.0,183.0,197.0,4302600
2026-05-27 00:00:00+07:00,197.0,197.0,197.0,197.0,0
2026-05-28 00:00:00+07:00,197.0,197.0,197.0,197.0,0
2026-05-29 00:00:00+07:00,197.0,202.0,182.0,190.0,665900
2026-06-02 00:00:00+07:00,190.0,199.0,186.0,190.0,207100
2026-06-03 00:00:00+07:00,186.0,200.0,182.0,189.0,124000
2026-06-04 00:00:00+07:00,189.0,194.0,163.0,183.0,347400
2026-06-05 00:00:00+07:00,185.0,189.0,174.0,177.0,40600
2026-06-08 00:00:00+07:00,178.0,178.0,160.0,162.0,57600
2026-06-09 00:00:00+07:00,163.0,179.0,158.0,168.0,508900
2026-06-10 00:00:00+07:00,168.0,179.0,168.0,173.0,1051700
2026-06-11 00:00:00+07:00,175.0,196.0,160.0,174.0,692600
2026-06-12 00:00:00+07:00,173.0,182.0,173.0,181.0,264800
2026-06-15 00:00:00+07:00,184.0,191.0,178.0,188.0,1836300
2026-06-17 00:00:00+07:00,188.0,193.0,182.0,186.0,2082200
2026-06-18 00:00:00+07:00,187.0,190.0,181.0,181.0,79000
2026-06-19 00:00:00+07:00,180.0,189.0,180.0,182.0,53700
2026-06-22 00:00:00+07:00,182.0,192.0,180.0,183.0,930600
2026-06-23 00:00:00+07:00,183.0,187.0,178.0,182.0,71600
2026-06-24 00:00:00+07:00,181.0,188.0,176.0,176.0,1277900
2026-06-25 00:00:00+07:00,179.0,184.0,176.0,177.0,637500
2026-06-26 00:00:00+07:00,182.0,185.0,175.0,182.0,1064500
2026-06-29 00:00:00+07:00,183.0,183.0,175.0,175.0,95700
2026-06-30 00:00:00+07:00,180.0,180.0,175.0,175.0,15900
2026-07-01 00:00:00+07:00,175.0,175.0,171.0,175.0,83500
2026-07-02 00:00:00+07:00,172.0,178.0,171.0,171.0,25200
2026-07-03 00:00:00+07:00,178.0,178.0,173.0,174.0,29700
2026-07-06 00:00:00+07:00,174.0,178.0,172.0,174.0,22600
